INC209R_IDENTIFIER,INC_IDENTIFIER,REPORT_FROM_DATE,REPORT_TO_DATE,STATUS,CURR_INCIDENT_AREA,PCT_CONTAINED_COMPLETED,COMPLEXITY_LEVEL_IDENTIFIER,FUEL_MODEL_IDENTIFIER,PROJ_INCIDENT_AREA,PROJ_INC_AREA_UOM_IDENTIFIER,ANTICIPATED_COMPLETION_DATE,EXPECTED_CONTAINMENT_DATE,PCT_PERIM_TO_BE_CONTAINED,SECNDRY_FUEL_MODEL_IDENTIFIER,ADDNTL_FUEL_MODEL_IDENTIFIER,GEN_FIRE_BEHAVIOR_IDENTIFIER,FIRE_BEHAVIOR_1_IDENTIFIER,FIRE_BEHAVIOR_2_IDENTIFIER,FIRE_BEHAVIOR_3_IDENTIFIER
4249471,4249422,06/11/2016 17:00:00,06/12/2016 16:15:00,U,225,10,2989916,2989936,250,2990055,06/14/2016 12:00:00,,0,2989929,,2990316,,,
4249492,4249422,06/12/2016 16:15:00,06/13/2016 17:00:00,U,225,50,2989916,2989936,225,2990055,06/15/2016 12:00:00,,100,2989929,,2990316,,,
4249542,4249541,06/12/2016 07:00:00,06/12/2016 19:00:00,I,357,50,2989916,2989933,,,06/13/2016 12:00:00,,100,,,2990313,,,
4250288,4249863,06/24/2016 08:00:00,06/24/2016 20:00:00,U,7609,60,2989918,2989930,,,,,,,,,,,
4251404,4251067,06/09/2016 21:00:00,06/10/2016 21:00:00,U,16840,26,2989916,2989928,,,07/15/2016 12:00:00,,,,,,,,
4248441,4248057,06/25/2016 07:00:00,06/26/2016 19:00:00,I,150,5,2989916,2989928,,2990055,07/15/2016 12:00:00,,100,,,,,,
4248458,4248057,06/30/2016 07:00:00,06/30/2016 18:00:00,U,1050,10,2989916,2989928,,2990055,07/15/2016 12:00:00,,,,,,,,
4248477,4248057,06/27/2016 08:00:00,06/27/2016 17:30:00,U,237,5,2989916,2989928,,2990055,07/15/2016 12:00:00,,100,,,,,,
4249554,4249541,06/13/2016 06:00:00,06/13/2016 19:00:00,U,357,80,2989916,2989933,357,2990055,06/13/2016 12:00:00,,100,,,2990316,,,
4249568,4249541,06/13/2016 15:00:00,06/13/2016 17:00:00,F,357,100,2989916,2989933,357,2990055,06/13/2016 12:00:00,,100,,,2990316,,,
4249580,4249579,06/16/2016 08:00:00,06/16/2016 20:00:00,I,110,0,2989915,2989936,4845,2990055,06/30/2016 12:00:00,,0,,,2990316,2990324,,
4249592,4249579,06/17/2016 08:00:00,06/17/2016 20:00:00,U,110,0,2989915,2989936,4845,2990055,06/30/2016 12:00:00,,0,,,2990316,2990324,2990328,
4249604,4249579,06/18/2016 08:00:00,06/18/2016 20:00:00,U,110,0,2989915,2989936,4845,2990055,06/30/2016 12:00:00,,0,,,2990316,2990332,2990324,
4249615,4249579,06/20/2016 08:00:00,06/20/2016 20:00:00,F,110,0,2989915,2989936,110,2990055,06/30/2016 12:00:00,,0,,,2990316,2990332,,
4250325,4249863,06/26/2016 20:00:00,06/27/2016 08:00:00,U,7609,90,2989918,2989930,8000,2990055,07/02/2016 12:00:00,,100,,,,,,
4251429,4251067,06/10/2016 21:00:00,06/11/2016 21:00:00,U,19806,25,2989916,2989928,,,07/22/2016 12:00:00,,100,,,,,,
4251454,4251067,05/31/2016 21:00:00,06/01/2016 21:00:00,U,6750,0,2989916,2989928,,,07/15/2016 12:00:00,,100,2989936,,2990315,2990322,2990323,2990324
4248494,4248057,07/13/2016 08:00:00,07/13/2016 20:00:00,U,1429,90,2989916,2989928,1429,2990055,10/01/2016 12:00:00,,100,,,2990316,2990332,,
4248508,4248057,07/15/2016 08:00:00,07/15/2016 20:00:00,U,1429,90,2989916,2989928,1429,2990055,10/01/2016 12:00:00,,100,,,2990316,2990332,,
4248522,4248057,07/12/2016 08:00:00,07/12/2016 20:00:00,U,1429,90,2989916,2989928,1429,2990055,10/01/2016 12:00:00,,100,,,2990316,2990332,,
4249624,4249579,06/19/2016 08:00:00,06/19/2016 20:00:00,U,110,0,2989915,2989936,110,2990055,06/30/2016 12:00:00,,0,,,2990316,2990332,,
4249641,4249640,06/16/2016 20:00:00,06/17/2016 20:00:00,U,1520,20,2989917,2989930,2000,2990055,06/22/2016 12:00:00,,,,,,,,
4250348,4249863,06/26/2016 08:00:00,06/26/2016 20:00:00,U,7609,85,2989918,2989930,8000,2990055,07/02/2016 12:00:00,,,,,,,,
4251475,4251067,05/26/2016 15:15:00,05/27/2016 17:45:00,U,3000,0,2989916,2989928,,,07/15/2016 12:00:00,,100,2989936,,2990315,2990322,2990323,2990324
4251495,4251067,06/05/2016 21:00:00,06/06/2016 21:00:00,U,7878,20,2989916,2989928,,,07/15/2016 12:00:00,,100,2989936,,2990315,2990322,2990323,2990324
4248537,4248057,07/17/2016 08:00:00,07/17/2016 19:00:00,U,1429,90,2989916,2989928,1429,2990055,10/01/2016 12:00:00,,100,,,2990316,2990332,,
4248549,4248057,07/14/2016 08:00:00,07/14/2016 20:00:00,U,1429,90,2989916,2989928,1429,2990055,10/01/2016 12:00:00,,100,,,2990316,2990332,,
4248563,4248057,09/08/2016 19:00:00,09/15/2016 18:00:00,F,1429,100,2989916,2989928,1429,2990055,10/01/2016 12:00:00,,98,,,2990316,,,
4248571,4248057,09/02/2016 01:00:00,09/09/2016 00:59:00,U,1429,95,2989915,2989928,1429,2990055,10/01/2016 12:00:00,,98,,,2990316,,,
4249670,4249640,06/17/2016 20:00:00,06/18/2016 20:00:00,U,1507,40,2989917,2989930,2000,2990055,06/22/2016 12:00:00,,,,,,,,
4249705,4249640,06/19/2016 20:00:00,06/20/2016 20:00:00,U,1502,70,2989917,2989930,2000,2990055,06/22/2016 12:00:00,,100,2989927,,2990316,2990332,,
4250374,4249863,06/20/2016 08:00:00,06/20/2016 20:00:00,I,1900,5,2989916,2989930,,,06/25/2016 12:00:00,,100,2989929,2989932,2990315,2990319,2990331,2990322
4250408,4249863,06/20/2016 08:15:00,06/20/2016 20:00:00,U,1900,5,2989916,2989930,,,06/25/2016 12:00:00,,100,2989929,2989932,2990315,2990319,2990322,2990328
4251535,4251067,06/06/2016 22:00:00,06/07/2016 21:00:00,U,8901,20,2989916,2989928,,,07/15/2016 12:00:00,,,,,,,,
4248578,4248057,07/19/2016 07:00:00,07/19/2016 20:30:00,U,1429,90,2989915,2989928,1429,2990055,10/01/2016 12:00:00,,100,,,2990316,2990332,,
4248588,4248057,08/25/2016 18:00:00,09/01/2016 18:00:00,U,1429,90,2989915,2989928,1429,2990055,10/01/2016 12:00:00,,99,,,2990316,,,
4248595,4248057,08/18/2016 20:00:00,08/25/2016 17:30:00,U,1429,90,2989915,2989928,1429,2990055,10/01/2016 12:00:00,,99,,,2990316,,,
4248603,4248057,08/18/2016 19:00:00,08/25/2016 18:00:00,U,1429,90,2989915,2989928,1429,2990055,10/01/2016 12:00:00,,100,,,2990316,,,
4249732,4249640,06/18/2016 20:00:00,06/19/2016 20:00:00,U,1502,55,2989917,2989930,2000,2990055,06/22/2016 12:00:00,,100,2989927,,2990316,2990332,,
4249765,4249640,06/13/2016 13:00:00,06/16/2016 16:30:00,I,1500,0,2989917,2989930,2000,2990055,06/20/2016 12:00:00,,100,2989927,,2990315,2990321,2990322,
4249790,4249640,06/20/2016 08:30:00,06/23/2016 09:00:00,U,1502,90,2989915,2989930,2000,2990055,06/22/2016 12:00:00,,100,2989927,,2990316,,,
4249807,4249640,06/23/2016 20:00:00,07/12/2016 14:30:00,F,1502,90,2989914,2989930,1502,2990055,06/22/2016 12:00:00,,100,2989927,,2990316,,,
4249827,4249826,06/13/2016 18:00:00,07/12/2016 18:00:00,F,400,100,2989914,2989931,,,07/12/2016 12:00:00,,100,,,2990316,,,
4250622,4250603,03/29/2016 08:00:00,03/29/2016 20:00:00,U,703,80,2989916,2989927,703,2990055,03/31/2016 12:00:00,,100,2989931,2989930,2990316,,,
4250436,4249863,06/28/2016 20:00:00,06/29/2016 20:00:00,U,7609,95,2989916,2989930,7609,2990055,07/02/2016 12:00:00,,100,,,,,,
4251603,4251067,05/28/2016 21:00:00,05/29/2016 21:30:00,U,4500,0,2989916,2989928,,,07/15/2016 12:00:00,,,,,,,,
4251626,4251067,05/26/2016 15:00:00,05/27/2016 17:30:00,U,3000,0,2989916,2989928,,,07/15/2016 12:00:00,,100,2989936,,2990315,2990322,2990323,2990324
4248611,4248057,08/04/2016 18:00:00,08/11/2016 18:00:00,U,1429,90,2989915,2989928,1429,2990055,10/01/2016 12:00:00,,100,,,2990316,,,
4248618,4248057,07/29/2016 07:00:00,08/04/2016 21:00:00,U,1429,90,2989915,2989928,1429,2990055,10/01/2016 12:00:00,,100,,,2990316,,,
4248627,4248057,07/21/2016 08:00:00,07/21/2016 20:00:00,U,1429,90,2989915,2989928,1429,2990055,10/01/2016 12:00:00,,100,,,2990316,,,
4248637,4248057,07/28/2016 01:00:00,08/04/2016 01:00:00,U,1429,90,2989915,2989928,1429,2990055,10/01/2016 12:00:00,,100,,,2990316,,,
4249864,4249863,06/23/2016 08:00:00,06/23/2016 20:00:00,U,7358,35,2989918,2989930,8000,2990055,,,,,,,,,
4250456,4249863,06/27/2016 20:00:00,06/28/2016 20:00:00,U,7609,90,2989916,2989930,7609,2990055,07/02/2016 12:00:00,,,,,,,,
4251514,4251067,06/02/2016 21:00:00,06/03/2016 21:00:00,U,7750,20,2989916,2989928,,,07/15/2016 12:00:00,,100,2989936,,2990315,2990322,2990323,2990324
4248647,4248057,07/18/2016 08:00:00,07/18/2016 20:00:00,U,1429,90,2989915,2989928,1429,2990055,10/01/2016 12:00:00,,100,,,2990316,,,
4248671,4248670,06/24/2016 19:00:00,06/24/2016 19:45:00,I,8000,0,2989916,2989927,,,06/26/2016 12:00:00,,100,,,2990314,,,
4248679,4248670,06/25/2016 19:15:00,06/25/2016 20:00:00,U,6474,85,2989915,2989927,6474,2990055,06/26/2016 12:00:00,,100,2989931,,2990314,2990321,2990332,
4248694,4248670,06/25/2016 11:00:00,06/25/2016 20:00:00,U,6474,85,2989915,2989927,6474,2990055,06/26/2016 12:00:00,,100,2989931,,2990314,2990321,2990332,
4248703,4248670,06/25/2016 19:45:00,06/25/2016 20:00:00,U,6474,85,2989915,2989927,6474,2990055,06/26/2016 12:00:00,,100,2989931,,2990314,2990321,2990332,
4248719,4248670,06/26/2016 06:00:00,06/26/2016 19:00:00,F,6468,100,2989915,2989927,6474,2990055,06/26/2016 12:00:00,,100,2989931,,2990316,,,
4249909,4249863,06/20/2016 20:00:00,06/21/2016 08:00:00,U,7500,5,2989918,2989930,,,06/26/2016 12:00:00,,,,,,,,
4250478,4249863,06/29/2016 20:00:00,06/30/2016 20:00:00,U,7609,97,2989916,2989930,7609,2990055,07/02/2016 12:00:00,,100,2989929,2989932,,,,
4251559,4251067,05/30/2016 20:00:00,05/31/2016 21:00:00,U,5700,0,2989916,2989928,,,07/15/2016 12:00:00,,100,2989936,,2990315,2990322,2990323,2990324
4251580,4251067,05/29/2016 21:00:00,05/30/2016 20:00:00,U,5300,0,2989916,2989928,,,07/15/2016 12:00:00,,100,2989936,,2990315,2990322,2990323,2990324
4248734,4248733,06/27/2016 07:00:00,06/27/2016 21:00:00,U,1000,0,2989917,2989936,,,,,,,,,,,
4248765,4248733,06/30/2016 07:00:00,06/30/2016 20:00:00,U,1677,15,2989917,2989936,,,07/04/2016 12:00:00,,,,,,,,
4249948,4249863,06/20/2016 21:00:00,06/21/2016 08:00:00,U,7500,5,2989918,2989930,,,06/26/2016 12:00:00,,,,,,,,
4250493,4249863,06/30/2016 20:00:00,07/01/2016 08:00:00,F,7609,100,2989916,2989930,7609,2990055,06/30/2016 12:00:00,,100,,,,,,
4250604,4250603,03/27/2016 09:00:00,03/27/2016 17:30:00,U,703,60,2989916,2989927,703,2990055,03/31/2016 12:00:00,,100,2989931,2989930,2990316,2990323,,
4251281,4251067,06/19/2016 19:00:00,06/20/2016 17:30:00,U,36110,30,2989916,2989928,,,,,,,,,,,
4248805,4248733,06/29/2016 07:00:00,06/29/2016 20:00:00,U,1350,8,2989917,2989936,,,07/04/2016 12:00:00,,,,,,,,
4248844,4248733,07/01/2016 07:00:00,07/01/2016 20:00:00,U,2700,40,2989917,2989936,,,07/04/2016 12:00:00,,,,,,,,
4249985,4249863,06/22/2016 08:00:00,06/22/2016 20:00:00,U,6723,20,2989918,2989930,,,06/28/2016 12:00:00,,,,,,,,
4250637,4250603,03/27/2016 08:00:00,03/27/2016 08:15:00,U,550,0,2989915,2989927,555,2990055,03/31/2016 12:00:00,,100,2989931,2989930,2990315,,,
4250655,4250603,03/26/2016 17:00:00,03/26/2016 22:00:00,I,550,0,2989915,2989927,555,2990055,03/31/2016 12:00:00,,100,2989931,2989930,2990315,,,
4250672,4250603,03/29/2016 20:15:00,03/29/2016 21:00:00,F,703,100,2989914,2989927,703,2990055,03/31/2016 12:00:00,,100,2989931,2989930,2990316,,,
4250733,4250732,05/03/2016 13:00:00,05/04/2016 14:00:00,I,400,0,2989916,2989931,,,,,100,,,2990315,2990320,2990322,2990324
4250746,4250732,05/04/2016 14:00:00,05/05/2016 14:00:00,U,500,94,2989916,2989931,,2990055,05/05/2016 12:00:00,,100,,,2990316,2990332,,
4250758,4250732,05/05/2016 14:00:00,05/06/2016 14:00:00,F,800,100,2989915,2989931,800,2990055,05/05/2016 12:00:00,,100,,,2990316,2990324,2990332,
4251305,4251067,06/20/2016 18:00:00,06/20/2016 19:00:00,U,36110,36,2989916,2989928,,,,,,,,,,,
4248884,4248733,06/28/2016 07:00:00,06/28/2016 20:00:00,U,1200,5,2989917,2989936,,,07/04/2016 12:00:00,,,,,,,,
4248922,4248733,07/03/2016 07:00:00,07/03/2016 20:00:00,U,2733,89,2989917,2989936,,,07/04/2016 12:00:00,,100,2989938,2989928,2990314,2990327,2990332,
4250031,4249863,06/21/2016 08:00:00,06/21/2016 20:00:00,U,6020,10,2989918,2989930,,,06/26/2016 12:00:00,,,,,,,,
4250820,4250819,05/05/2016 15:30:00,05/05/2016 18:45:00,I,521,50,2989915,2989936,521,2990055,05/07/2016 12:00:00,,100,2989929,,2990314,2990323,2990322,
4250832,4250819,05/06/2016 08:00:00,05/06/2016 16:00:00,U,504,65,2989915,2989936,504,2990055,05/07/2016 12:00:00,,100,2989929,,2990316,2990324,2990332,
4250845,4250819,05/07/2016 08:30:00,05/07/2016 18:30:00,U,504,86,2989915,2989936,504,2990055,05/07/2016 12:00:00,,100,2989929,,2990316,2990324,2990332,
4250857,4250819,05/07/2016 16:30:00,05/08/2016 16:30:00,U,521,90,2989915,2989936,504,2990055,05/07/2016 12:00:00,,100,2989929,,2990316,2990324,2990332,
4250869,4250819,05/08/2016 16:30:00,05/09/2016 16:30:00,U,521,90,2989915,2989936,504,2990055,05/07/2016 12:00:00,,100,2989929,,2990316,2990332,,
4250881,4250819,05/09/2016 16:30:00,05/10/2016 15:00:00,F,521,90,2989915,2989936,504,2990055,05/10/2016 12:00:00,,100,2989929,,2990316,2990332,,
4250913,4250912,06/10/2016 16:00:00,06/10/2016 23:00:00,I,1000,0,2989916,2989930,,,,,100,2989931,2989929,2990313,2990317,2990320,2990325
4251329,4251067,06/11/2016 21:00:00,06/12/2016 21:00:00,U,20474,30,2989916,2989928,,,07/22/2016 12:00:00,,100,,,,,,
4251353,4251067,06/16/2016 19:00:00,06/17/2016 21:00:00,U,30365,30,2989916,2989928,,,07/22/2016 12:00:00,,100,,,,,,
4248953,4248733,07/02/2016 07:00:00,07/02/2016 20:00:00,U,2733,50,2989917,2989936,,,07/04/2016 12:00:00,,100,2989938,2989928,2990314,2990332,2990328,
4248990,4248733,06/25/2016 18:00:00,06/26/2016 18:00:00,U,313,0,2989916,2989936,,,07/02/2016 12:00:00,,,,,,,,
4250070,4249863,06/22/2016 20:00:00,06/23/2016 08:00:00,U,6840,20,2989918,2989930,12000,2990055,,,,,,,,,
4250940,4250912,06/10/2016 21:00:00,06/11/2016 21:00:00,U,524,56,2989916,2989930,,,06/15/2016 12:00:00,,100,2989931,2989929,2990315,2990322,2990323,2990324
4250967,4250912,06/11/2016 21:00:00,06/12/2016 21:00:00,U,524,78,2989916,2989930,,,06/15/2016 12:00:00,,100,2989931,2989929,2990316,2990323,2990324,
4250991,4250912,06/16/2016 20:00:00,06/23/2016 20:00:00,U,524,85,2989915,2989930,524,,06/15/2016 12:00:00,,100,2989931,2989929,2990316,,,
4251003,4250912,06/23/2016 07:00:00,06/30/2016 19:00:00,F,524,100,2989915,2989930,524,,07/04/2016 12:00:00,,100,2989931,2989929,2990316,,,
4251379,4251067,06/08/2016 21:00:00,06/09/2016 21:00:00,U,15108,25,2989916,2989928,,,07/15/2016 12:00:00,,100,2989936,,2990315,2990322,2990323,
4249014,4248733,07/04/2016 19:00:00,07/05/2016 19:00:00,U,2733,100,2989916,2989936,,,07/04/2016 12:00:00,,100,,,,,,
4249045,4248733,07/03/2016 19:00:00,07/04/2016 19:00:00,U,2733,100,2989916,2989936,,,07/04/2016 12:00:00,,,,,,,,
4250113,4249863,06/23/2016 20:00:00,06/24/2016 08:00:00,U,7483,45,2989918,2989930,8000,2990055,06/28/2016 12:00:00,,,,,,,,
4251068,4251067,06/15/2016 21:00:00,06/16/2016 21:00:00,U,27871,30,2989916,2989928,,,07/22/2016 12:00:00,,,,,,,,
4251093,4251067,06/14/2016 21:00:00,06/15/2016 21:00:00,U,24915,30,2989916,2989928,,,07/22/2016 12:00:00,,,,,,,,
4248120,4248057,07/07/2016 19:00:00,07/08/2016 19:00:00,U,1429,50,2989918,2989928,,2990055,10/01/2016 12:00:00,,,,,,,,
4248155,4248057,07/05/2016 19:00:00,07/06/2016 19:00:00,U,1429,30,2989918,2989928,,2990055,10/01/2016 12:00:00,,,,,,,,
4249077,4248733,06/24/2016 21:00:00,06/25/2016 18:00:00,I,250,0,2989916,2989936,,,,,100,,,,,,
4249096,4248733,07/05/2016 18:00:00,07/06/2016 18:00:00,F,2733,100,2989916,2989936,,,07/05/2016 12:00:00,,100,2989938,2989928,2990316,2990332,,
4249136,4249135,06/27/2016 09:00:00,06/27/2016 17:00:00,F,1231,98,2989916,2989927,1231,2990055,06/28/2016 12:00:00,,100,2989928,,2990316,2990324,,
4249151,4249135,06/26/2016 09:00:00,06/26/2016 18:00:00,U,1231,75,2989916,2989927,1231,2990055,06/28/2016 12:00:00,,100,2989928,,2990315,2990332,,
4250157,4249863,06/21/2016 20:00:00,06/22/2016 08:00:00,U,6500,15,2989918,2989930,,,06/28/2016 12:00:00,,,,,,,,
4251118,4251067,06/17/2016 19:00:00,06/18/2016 19:00:00,U,31365,30,2989916,2989928,,,,,,,,,,,
4248190,4248057,06/30/2016 19:00:00,07/01/2016 19:00:00,U,1244,10,2989918,2989928,,2990055,07/15/2016 12:00:00,,,,,,,,
4248218,4248057,07/02/2016 19:00:00,07/03/2016 19:00:00,U,1348,15,2989918,2989928,,2990055,10/01/2016 12:00:00,,,,,,,,
4249164,4249135,06/27/2016 18:00:00,06/27/2016 18:15:00,F,1231,100,2989916,2989927,1231,2990055,06/28/2016 12:00:00,,100,2989928,,2990316,2990332,,
4249179,4249135,06/25/2016 14:15:00,06/26/2016 09:30:00,I,800,0,2989916,2989927,800,2990055,06/28/2016 12:00:00,,100,2989928,,2990314,2990321,2990325,
4249199,4249198,06/09/2016 17:00:00,06/10/2016 20:00:00,I,2400,0,2989916,2989931,3000,2990055,06/11/2016 12:00:00,,100,2989927,,2990313,2990317,2990321,
4249220,4249198,06/09/2016 19:00:00,06/10/2016 19:00:00,U,1427,30,2989916,2989931,1500,2990055,06/12/2016 12:00:00,,100,2989927,,2990313,2990320,2990319,2990317
4249243,4249198,06/11/2016 19:00:00,06/12/2016 19:00:00,U,1415,90,2989916,2989931,1415,2990055,06/12/2016 12:00:00,,100,2989927,,2990316,2990332,,
4249263,4249198,06/10/2016 19:00:00,06/11/2016 19:00:00,U,1427,70,2989916,2989931,1427,2990055,06/12/2016 12:00:00,,100,2989927,,2990316,2990332,,
4249286,4249198,06/12/2016 19:00:00,06/13/2016 19:00:00,U,1414,100,2989916,2989931,1414,2990055,06/12/2016 12:00:00,,100,2989927,,2990316,2990332,,
4249301,4249198,06/13/2016 19:00:00,06/14/2016 19:00:00,F,1414,100,2989915,2989931,1414,2990055,06/12/2016 12:00:00,,100,2989927,,2990316,,,
4250195,4249863,06/25/2016 20:00:00,06/26/2016 08:00:00,U,7609,80,2989918,2989930,8000,2990055,07/02/2016 12:00:00,,,,,,,,
4251143,4251067,06/13/2016 21:00:00,06/14/2016 21:00:00,U,22565,30,2989916,2989928,,,07/22/2016 12:00:00,,,,,,,,
4251168,4251067,06/12/2016 21:00:00,06/13/2016 21:00:00,U,21365,30,2989916,2989928,,,07/22/2016 12:00:00,,100,,,,,,
4248248,4248057,07/04/2016 19:00:00,07/05/2016 19:00:00,U,1417,30,2989918,2989928,,2990055,10/01/2016 12:00:00,,,,,,,,
4248283,4248057,07/03/2016 19:00:00,07/04/2016 19:00:00,U,1385,20,2989918,2989928,,2990055,,,,,,,,,
4246223,4245976,06/20/2016 01:00:00,06/21/2016 01:00:00,U,1098,5,2989916,2989936,1200,2990055,06/25/2016 12:00:00,,100,,,,,,
4247593,4247490,06/26/2016 08:00:00,06/26/2016 20:00:00,U,758,37,2989917,2989928,1000,2990055,06/30/2016 12:00:00,,,,,,,,
4247626,4247490,06/26/2016 20:00:00,06/27/2016 08:00:00,U,654,46,2989917,2989928,1000,2990055,,,,,,,,,
4246252,4245976,06/24/2016 01:00:00,06/25/2016 01:00:00,U,818,40,2989916,2989936,1200,2990055,,,,,,,,,
4247659,4247490,06/29/2016 08:00:00,06/29/2016 20:00:00,U,654,89,2989917,2989928,,,,,,,,,,,
4247688,4247490,06/30/2016 08:00:00,06/30/2016 20:00:00,U,654,89,2989917,2989928,1000,2990055,,,,,,,,,
4246279,4245976,06/25/2016 01:00:00,06/26/2016 01:00:00,U,818,50,2989916,2989936,818,,,,,,,,,,
4247713,4247490,06/28/2016 20:00:00,06/29/2016 08:00:00,U,654,81,2989917,2989928,1000,2990055,,,,,,,,,
4247743,4247490,06/30/2016 08:15:00,06/30/2016 20:15:00,U,654,95,2989917,2989928,1000,2990055,,,,,,,,,
4246306,4245976,06/22/2016 01:00:00,06/23/2016 01:00:00,U,818,25,2989916,2989936,,,,,,,,,,,
4246329,4245976,07/01/2016 01:00:00,07/02/2016 01:00:00,F,818,100,2989916,2989936,818,2990055,07/01/2016 12:00:00,,,,,,,,
4246732,4246487,06/25/2016 20:00:00,06/26/2016 08:00:00,U,36810,10,2989918,2989931,,,,,,,,,,,
4247767,4247490,06/25/2016 08:00:00,06/25/2016 20:00:00,U,819,30,2989916,2989928,5000,2990055,06/30/2016 12:00:00,,,,,,,,
4247800,4247490,06/25/2016 20:00:00,06/26/2016 08:00:00,U,819,30,2989916,2989928,1000,2990055,06/30/2016 12:00:00,,,,,,,,
4246368,4246367,06/23/2016 19:00:00,06/24/2016 19:00:00,I,550,0,2989915,2989928,,,07/09/2016 12:00:00,,0,2989931,,2990315,2990323,2990322,2990332
4246377,4246367,06/26/2016 19:00:00,06/27/2016 19:00:00,U,1240,0,2989915,2989928,,,07/09/2016 12:00:00,,0,2989931,,2990315,2990323,2990324,2990322
4246385,4246367,06/24/2016 19:00:00,06/25/2016 19:00:00,U,900,0,2989915,2989928,,,07/09/2016 12:00:00,,0,2989931,,2990315,2990323,2990322,2990324
4246393,4246367,06/30/2016 16:00:00,07/01/2016 19:00:00,U,1405,0,2989915,2989928,,,07/23/2016 12:00:00,,0,2989931,,2990316,2990324,2990332,2990323
4246401,4246367,07/14/2016 17:00:00,07/14/2016 17:15:00,F,1408,100,2989915,2989928,1408,2990055,07/14/2016 12:00:00,,0,2989931,,2990316,,,
